scientificname;longitude;latitude
Ocotea porosa;-49.224167;-25.291944
Ocotea catharinensis;-48.7;-25.416667
Ocotea odorifera;-49.224167;-25.291944
Ocotea odorifera;-49.224167;-25.291944
Ocotea odorifera;-49.224167;-25.291944
Ocotea odorifera;-49.224167;-25.291944
Ocotea odorifera;-49.224167;-25.291944
Ocotea odorifera;-49.216667;-25.283333
Ocotea odorifera;-49.224167;-25.291944
Ocotea odorifera;-50.65;-25.466667
Ocotea porosa;-49.224167;-25.291944
Ocotea porosa;-49.216667;-25.283333
Ocotea porosa;-49.216667;-25.283333
Ocotea porosa;-49.216667;-25.283333
Ocotea porosa;-51.983333;-26.483333
Ocotea porosa;-49.224167;-25.291944
Ocotea porosa;-49.224167;-25.291944
Ocotea porosa;-49.224167;-25.291944
Ocotea porosa;-48.866944;-25.264444
Ocotea porosa;-51.6;-26.416667
Ocotea porosa;-51.6;-26.416667
Ocotea porosa;-48.966667;-25.4
Ocotea porosa;-48.966667;-25.4
Picramnia excelsa;-49.224167;-25.291944
Picramnia excelsa;-49.224167;-25.291944
Picramnia excelsa;-49.224167;-25.291944
Picramnia excelsa;-49.216667;-25.283333
Pouteria bullata;-49.224167;-25.291944
Senecio langei;-49.05;-25.3
Solanum pabstii;-51.6;-26.416667
Solanum viscosissimum;-51.6;-26.416667
Symplocos kleinii;-48.997222;-25.4925
Tabebuia cassinoides;-48.393889;-25.315517
Virola bicuhyba;-49.416667;-24.566667
Mimosa decorticans;-47.6378;-14.0664
Lessingianthus exiguus;-49.32;-24.17
Butia eriospatha;-50.133056;-25.053556
Byrsonima brachybotrya;-50.254139;-24.581194
Cedrela fissilis;-52.32575;-24.105417
Cyanocephalus apertiflorus;-49.972778;-25.185
Mimosa urticaria;-49.239167;-25.440833
Neocabreria malachophylla;-52.464611;-24.520639
Zephyranthes paranaensis;-51.526417;-25.033333
Astraea cincta;-52.3831;-24.0458
Xyris neglecta;-50.03;-24.5
Barbacenia paranaensis;-49.37;-24.13
Dyckia monticola;-50.75;-23.72
Byrsonima brachybotrya;-50.03;-25.22
Calea gentianoides;-49.35;-24.12
Mimosa urticaria;-51.038203;-24.112602
Mimosa urticaria;-51.038203;-24.112602
Lessingianthus pumillus;-49.37;-24.1
Lessingianthus exiguus;-49.32;-24.17
Ocotea odorifera;-49.17;-24.83
Calea gentianoides;-49.33;-24.13
Mimosa kuhnisteroides;-49.33;-25
Eryngium scirpinum;-49.87;-24.43
Myrcia reticulata;-24.28;-24.28
Eryngium scirpinum;-49.67;-25.5
Tillandsia crocata;-50.03;-25.22
Ocotea porosa;-50.03;-25.22
Xyris neglecta;-50.03;-25.22
Picramnia excelsa;-49.233333;-25.333333
Cedrela fissilis;-50.797389;-26.099583
Picramnia excelsa;-49.233333;-25.333333
Picramnia excelsa;-49.233333;-25.333333
Eryngium scirpinum;-49.73;-25.8
Trichocline linearifolia;-51.34944444;-24.65444444
Aloysia cordata;-51.351336;-24.611486
Eryngium ombrophilum;-51.351336;-24.611486
Gomesa pectoralis;-49.7;-24.25
Heteropsis flexuosa;-51.351336;-24.611486
Janusia occhionii;-51.351336;-24.611486
Lycianthes repens;-51.351336;-24.611486
Solanum gertii;-48.900556;-25.499167
Curitiba prismatica;-50.864861;-24.997583
Heteropterys dusenii;-50.9167;-24.2
Leandra hatschbachii;-49.0667;-25.4333
Lessingianthus asteriflorus;-50.15;-25.0833
Lupinus gibertianus;-50.15;-25.0833
Mimosa callidryas;-49.1333;-25.1833
Mimosa callidryas;-50.0033;-25.4261
Mimosa strobiliflora;-49.8925;-25.5356
Myrceugenia gertii;-49.195815;-25.530749
Myrceugenia gertii;-49.0833;-25.3667
Myrcia reticulata;-49.7;-24.25
Myrcia reticulata;-49.2833;-24.2833
Myrcia rupicola;-49.2167;-25.5167
Myrcia rupicola;-49.0833;-25.3667
Myrcia rupicola;-49;-25.6667
Myrcia rupicola;-49.2167;-25.5167
Ocotea porosa;-51.850436;-24.926736
Ocotea porosa;-49.314018;-25.195256
Oxalis paranaensis;-49.0667;-25.4333
Oxalis praetexta;-50.15;-25.0833
Oxypetalum dusenii;-49.0833;-25.3
Oxypetalum dusenii;-49.0833;-25.3
Picramnia excelsa;-49.1333;-25.1833
Psidium araucanum;-49.3333333;-25
Tabebuia cassinoides;-48.66666;-25.5
Mimosa bathyrrhena;-49.9633333;-25.1436111
Mimosa bathyrrhena;-49.9555556;-25.1469444
Mimosa bathyrrhena;-49.9469444;-25.1305556
Mimosa callidryas;-50.12;-24.7372222
Mimosa hatschbachii;-51.8786111;-25.4155556
Mimosa hatschbachii;-50.12;-24.7372222
Mimosa hatschbachii;-50.4061111;-24.5525
Mimosa hatschbachii;-51.8019444;-25.4233334
Mimosa strobiliflora;-49.2391666;-25.4408333
Mimosa strobiliflora;-49.2416666;-25.4422222
Mimosa strobiliflora;-49.8663889;-25.5477777
Mimosa urticaria;-49.2391666;-25.4408333
Moquiniastrum sordidum;-49.4769445;-25.2988889
Ocotea catharinensis;-48.6694445;-25.3
Ocotea odorifera;-49.3694445;-25.5475
Ocotea porosa;-51.4386111;-24.9725
Ocotea porosa;-51.6325;-26.0805556
Passiflora setulosa;-50.6983333;-24.3986111
Trithrinax acanthocoma;-51.4363889;-24.9727778
Dicksonia sellowiana;-51.9202778;-26.0936111
Eryngium corallinum;-51.8788889;-25.4158333
Richardia schumannii;-49.4772223;-25.2991666
Eugenia malacantha;-48.5938889;-25.7411111
Eugenia pseudomalacantha;-49.2388889;-25.4408333
Hippeastrum striatum;-48.5538889;-25.5422222
Lupinus gibertianus;-49.0372222;-25.5088889
Butia eriospatha;-51.88;-26.1383333
Byrsonima brachybotrya;-49.4769445;-25.2988889
Cedrela fissilis;-50.675;-24.3838889
Aloysia cordata;-49.0563889;-25.5697223
Leandra hatschbachii;-51;-24
Myrceugenia gertii;-51;-24
Nectandra paranaensis;-51;-24
Alstroemeria caryophyllaea;-50.607472;-23.499861
Araucaria angustifolia;-50.308417;-24.143083
Araucaria angustifolia;-51.197044;-23.327183
Araucaria angustifolia;-51.215917;-23.325694
Barbacenia paranaensis;-49.623889;-24.121389
Begonia vicina;-50.58975;-24.337056
Byrsonima brachybotrya;-49.666667;-24.171667
Byrsonima brachybotrya;-49.666667;-24.171667
Byrsonima brachybotrya;-49.025889;-25.058639
Castela tweedii;-50.975556;-23.540833
Castela tweedii;-50.975556;-23.540833
Cedrela fissilis;-51.483333;-23.25
Cedrela fissilis;-51.233333;-23.366667
Cedrela fissilis;-51.701667;-22.688333
Cedrela fissilis;-51.05;-23.266667
Cedrela fissilis;-51.366667;-23.4
Cedrela fissilis;-50.308417;-24.143056
Cedrela fissilis;-51.167639;-23.896389
Cedrela fissilis;-50.572694;-23.1495
Curitiba prismatica;-50.308417;-24.143083
Curitiba prismatica;-51.167639;-23.883333
Curitiba prismatica;-50.864861;-24.997583
Dicksonia sellowiana;-50.308417;-24.143083
Dicksonia sellowiana;-50.58975;-24.337056
Dicksonia sellowiana;-50.534222;-24.336861
Eryngium corallinum;-51.819911;-25.456294
Eryngium corallinum;-52.099392;-25.635228
Eryngium corallinum;-52.121544;-25.670006
Eryngium corallinum;-51.910658;-25.432944
Eryngium corallinum;-51.906808;-25.420019
Eryngium corallinum;-52.116806;-25.697842
Eryngium corallinum;-51.801664;-25.423678
Euplassa cantareirae;-50.308417;-24.143056
Euplassa cantareirae;-50.308361;-24.143083
Euterpe edulis;-50.975556;-23.540833
Euterpe edulis;-51.05;-23.266667
Euterpe edulis;-51.362667;-23.406556
Euterpe edulis;-51.233333;-23.383333
Euterpe edulis;-50.572694;-23.1495
Megalastrum wacketii;-50.534222;-24.336861
Mimosa hatschbachii;-51.666153;-25.420017
Mimosa hatschbachii;-51.910658;-25.432944
Mimosa hatschbachii;-51.906808;-25.420019
Mimosa hatschbachii;-52.116806;-25.697842
Mimosa hatschbachii;-52.354333;-25.952092
Mimosa hatschbachii;-51.526778;-25.039614
Mimosa hatschbachii;-51.537372;-25.035386
Mimosa hatschbachii;-51.801664;-25.423722
Mimosa hatschbachii;-51.819911;-25.456294
Mimosa hatschbachii;-52.099392;-25.635228
Mimosa hatschbachii;-52.121544;-25.670006
Mimosa hatschbachii;-51.538889;-25.035
Mimosa hatschbachii;-51.908333;-25.407222
Mimosa hatschbachii;-51.801944;-25.424722
Mollinedia eugeniifolia;-51.160833;-23.949167
Muellera graciliflora;-49.169722;-25.433056
Ocotea catharinensis;-48.717778;-24.858333
Ocotea catharinensis;-48.973889;-25.866944
Ocotea catharinensis;-48.705;-24.852222
Ocotea catharinensis;-48.710278;-24.853611
Ocotea porosa;-48.989167;-25.902778
Ocotea porosa;-49.993333;-25.231667
Oxypetalum schottii;-50.975556;-23.540833
Portulaca hatschbachii;-52.321758;-24.225667
Portulaca hatschbachii;-51.908333;-25.407133
Portulaca hatschbachii;-51.010225;-23.707644
Portulaca hatschbachii;-51.012658;-23.700247
Portulaca hatschbachii;-51.010881;-23.70825
Portulaca hatschbachii;-52.396389;-26.223889
Portulaca hatschbachii;-52.066667;-25.43
Portulaca hatschbachii;-52.594444;-25.411111
Portulaca hatschbachii;-51.802039;-25.424617
Portulaca hatschbachii;-51.884528;-23.639136
Portulaca hatschbachii;-52.271397;-24.16275
Portulaca hatschbachii;-51.538997;-26.035072
Desmodium craspediferum;-50.163333;-25.094444
Araucaria angustifolia;-51.370278;-23.328056
Cedrela fissilis;-51.370278;-23.328056
Cedrela fissilis;-54.361944;-24.844167
Euterpe edulis;-51.370278;-23.328056
Pachystachys dubiosa;-54.432222;-25.656389
Pachystachys dubiosa;-53.844167;-25.155556
Passiflora setulosa;-51.370278;-23.328056
Rudgea parquioides hirsutissima;-51.370278;-23.328056
Alstroemeria amabilis;-48.824167;-12.862417
Byrsonima brachybotrya;-49.957639;-25.189167
Cedrela fissilis;-50.861389;-25.923333
Galianthe elegans;-49.9575;-25.189167
Gleditsia amorphoides;-54.426417;-25.653361
Lessingianthus westermanii;-49.855764;-24.398889
Lupinus gibertianus;-49.036111;-25.508889
Mimosa strobiliflora;-49.239167;-25.440833
Ocotea porosa;-51.748556;-24.778139
Oxalis praetexta;-49.957639;-25.189167
Phlegmariurus christii;-48.847722;-25.230083
Picramnia excelsa;-50.38075;-25.907083
Schaueria paranaensis;-48.943056;-25.881944
Symplocos kleinii;-48.976111;-25.4875
Apuleia leiocarpa;-52.4161111;-25.4077778
Aspidosperma parvifolium;-49.0858333;-24.9744445
Barbacenia paranaensis;-49.4636111;-24.1127778
Castela tweedii;-50.8383333;-23.0369444
Castela tweedii;-52.6705556;-26.2286111
Castela tweedii;-52.1263889;-25.3744445
Ocotea porosa;-50.433333;-24.066667
Senecio langei;-49.195833;-25.530833
Oxypetalum dusenii;-50.0666667;-24.9166667
Pleroma goldenbergii;-49.8056667;-25.5548333
Pleroma goldenbergii;-49.8056667;-25.5548333
Ocotea odorifera;-49.16666;-24.83333
Pavonia hatschbachii;-52;-26.5
Passiflora setulosa;-49.05;-25.3
Ocotea porosa;-50.03333;-25.21666
Nectandra paranaensis;-48.9872;-24.7316
Nectandra paranaensis;-48.7983;-25.0692
Nectandra paranaensis;-48.6411;-24.8189
Nectandra paranaensis;-48.43;-24.5137
Ocotea odorifera;-49.5084;-25.3276
Ocotea catharinensis;-48.9965;-25.9031
Ocotea catharinensis;-49.0106;-25.3878
Ocotea catharinensis;-48.3025;-25.1716
Ocotea catharinensis;-48.7103;-24.8536
Ocotea catharinensis;-49.0036;-25.3887
Ocotea catharinensis;-49.0036;-25.3887
Ocotea catharinensis;-49.0036;-25.3887
Ocotea catharinensis;-48.3994;-25.0013
Ocotea catharinensis;-48.3994;-25.0013
Ocotea marumbiensis;-48.6983;-25.6186
Ocotea marumbiensis;-49.0211;-25.4472
Ocotea mosenii;-48.5531;-25.5894
Ocotea mosenii;-48.574833;-25.568361
Ocotea porosa;-48.4919;-25.0906
Ocotea odorifera;-50.9483;-25.215
Ocotea odorifera;-49.0553;-25.302
Ocotea odorifera;-49.2821;-25.3836
Ocotea odorifera;-48.6372;-24.8197
Ocotea odorifera;-50.3967;-25.8008
Ocotea odorifera;-51.647323;-26.006106
Ocotea odorifera;-49.120459;-25.66468
Ocotea odorifera;-49.134823;-25.763051
Ocotea odorifera;-50.309077;-25.698337
Ocotea odorifera;-48.9805;-25.4951
Ocotea paranaensis;-48.708723;-24.851448
Ocotea paranaensis;-48.7117;-24.8542
Ocotea porosa;-50.5825;-25.3862
Ocotea porosa;-49.7597;-26.0648
Ocotea porosa;-50.5825;-25.3862
Ocotea porosa;-49.5084;-25.3276
Ocotea porosa;-49.1566;-25.3225
Ocotea porosa;-48.8605;-25.2534
Ocotea porosa;-48.4919;-25.0803
Ocotea porosa;-48.8421;-25.2564
Ocotea porosa;-49.2494;-25.3972
Ocotea porosa;-49.2494;-25.3972
Ocotea porosa;-48.687575;-24.856025
Ocotea porosa;-49.7566;-26.0052
Ocotea porosa;-50.1422;-24.7161
Ocotea porosa;-50.1422;-24.7161
Ocotea porosa;-51.9695;-26.4849
Ocotea porosa;-48.7147;-24.8639
Ocotea porosa;-49.1444;-25.3852
Ocotea porosa;-48.833733;-25.239933
Ocotea porosa;-48.833022;-25.238414
Ocotea porosa;-49.0036;-25.3887
Ocotea porosa;-49.2197;-25.4363
Ocotea porosa;-49.1566;-25.3225
Oxypetalum dusenii;-49.213978;-25.406221
Pabstiella bacillaris;-49.692516;-25.812898
Paubrasilia echinata;-49.2301;-25.453
Paubrasilia echinata;-49.2482;-25.4206
Phlegmariurus taxifolius;-48.693;-25.6225
Phlegmariurus taxifolius;-49.283246;-25.377181
Picramnia excelsa;-49.2389;-25.4491
Picramnia excelsa;-50.565;-25.97972
Picramnia excelsa;-49.1324;-25.3896
Plinia cordifolia;-48.9865;-25.5145
Plinia cordifolia;-48.8689;-25.6062
Plinia cordifolia;-48.9298;-25.468
Plinia cordifolia;-48.8326;-25.2948
Plinia cordifolia;-48.8783;-25.8783
Plinia hatschbachii;-48.7169;-24.8603
Plinia hatschbachii;-48.554167;-25.089444
Pouteria bullata;-48.6922;-24.8383
Pouteria bullata;-48.3994;-25.0013
Pouteria bullata;-48.3994;-25.0013
Pouteria bullata;-48.7812;-24.8962
Psidium reptans;-50.0212;-25.2463
Psychotria fluminensis;-48.833133;-25.238323
Psychotria fluminensis;-49.0036;-25.3887
Schwenckia curviflora;-49.233333;-25.543889
Scleria balansae;-48.8215;-25.1377
Scleria balansae;-48.8215;-25.1377
Sinningia hatschbachii;-48.9202;-25.4487
Sloanea hatschbachii;-48.477199;-25.684769
Tillandsia crocata;-50.2444;-24.5745
Stevia leptophylla;-49.7771;-25.470941
Symplocos corymboclados;-48.8353;-25.2466
Symplocos corymboclados;-48.8361;-25.2582
Symplocos corymboclados;-48.8315;-25.2844
Symplocos corymboclados;-48.8605;-25.2534
Symplocos corymboclados;-48.8279;-25.2324
Symplocos corymboclados;-48.8361;-25.2582
Symplocos corymboclados;-48.98;-25.5102
Symplocos corymboclados;-48.833857;-25.239847
Symplocos corymboclados;-48.833857;-25.239847
Symplocos corymboclados;-48.8287;-25.241
Symplocos corymboclados;-48.8287;-25.241
Symplocos corymboclados;-48.8287;-25.241
Symplocos corymboclados;-49.0036;-25.3887
Symplocos corymboclados;-49.0036;-25.3887
Symplocos incrassata;-48.8215;-25.1377
Symplocos incrassata;-48.8059;-25.2499
Symplocos incrassata;-48.8279;-25.2324
Symplocos incrassata;-48.9444;-25.4807
Symplocos incrassata;-48.8264;-25.2327
Symplocos incrassata;-48.8353;-25.2466
Symplocos incrassata;-48.4919;-25.0906
Symplocos incrassata;-48.8215;-25.1377
Symplocos kleinii;-49.0667;-25.8172
Symplocos kleinii;-48.9827;-25.5087
Symplocos kleinii;-49.0004;-25.4687
Symplocos kleinii;-48.9817;-25.7747
Symplocos kleinii;-49.0992;-25.3755
Symplocos kleinii;-48.72159;-24.85448
Symplocos kleinii;-49.038513;-25.280949
Symplocos kleinii;-49.019664;-25.267274
Symplocos kleinii;-49.0036;-25.3887
Symplocos kleinii;-49.0036;-25.3887
Symplocos kleinii;-49.0036;-25.3887
Symplocos kleinii;-49.0036;-25.3887
Symplocos kleinii;-49.0036;-25.3887
Tabebuia cassinoides;-48.3617;-25.5859
Tabebuia cassinoides;-48.7209;-25.7532
Tabebuia cassinoides;-48.7209;-25.7532
Tillandsia crocata;-50.0028;-25.2414
Tillandsia crocata;-50.0028;-25.2414
Utricularia tridentata;-48.8302;-25.2409
Xyris hatschbachii;-49.6944;-24.2688
Xyris neglecta;-49.8071;-25.5527
Xyris neglecta;-49.8111;-25.4129
Xyris stenophylla;-48.8394;-25.149
Xyris stenophylla;-49.769005;-25.467025
Xyris stenophylla;-48.8554;-25.2555
Zephyranthes coerulea;-49.23766;-25.447303
Abatia angeliana;-50.49611;-25.13
Abatia angeliana;-49.31225;-25.264826
Abatia angeliana;-49.687154;-25.805461
Abatia angeliana;-49.274563;-25.3531
Abatia angeliana;-49.114969;-25.269249
Abatia angeliana;-49.331115;-25.459061
Abatia angeliana;-49.307748;-25.388636
Acianthera langeana;-49.21923;-25.48901
Allagoptera brevicalyx;-50.0212;-25.2463
Aloysia cordata;-49.056389;-25.569722
Alstroemeria amabilis;-48.8317;-25.2842
Alstroemeria amabilis;-48.8279;-25.2324
Alstroemeria amabilis;-48.4919;-25.0803
Alstroemeria amabilis;-48.4943;-25.1428
Alstroemeria amabilis;-48.8264;-25.2327
Alstroemeria amabilis;-48.9817;-25.5152
Alstroemeria amabilis;-48.8309;-25.2396
Alstroemeria amabilis;-48.856483;-25.255457
Alstroemeria amabilis;-48.833048;-25.240481
Alstroemeria caryophyllaea;-50.6046;-23.921
Anemopaegma arvense;-49.6599;-24.1714
Apuleia leiocarpa;-52.5092;-26.2025
Araucaria angustifolia;-49.2404;-25.4481
Araucaria angustifolia;-49.2494;-25.3972
Araucaria angustifolia;-53.7801;-25.2397
Araucaria angustifolia;-49.9617;-25.1453
Austroeupatorium rosmarinaceum;-49.8071;-25.5527
Austroeupatorium rosmarinaceum;-49.085383;-25.57011
Austroeupatorium rosmarinaceum;-49.348505;-25.443955
Baccharis aracatubensis;-48.9814;-25.5154
Baccharis aracatubensis;-48.9865;-25.5145
Baccharis aracatubensis;-48.8783;-25.9369
Baccharis aracatubensis;-48.9817;-25.5158
Baccharis aracatubensis;-48.9936;-25.9022
Barbacenia paranaensis;-50.52787;-24.557385
Begonia stenolepis;-50.99585;-25.037525
Butia eriospatha;-49.7771;-25.470941
Butia microspadix;-50.0028;-25.2414
Butia microspadix;-50.0212;-25.2463
Butia microspadix;-49.9928;-25.2314
Byrsonima brachybotrya;-50.2444;-24.5745
Byrsonima brachybotrya;-50.2444;-24.5745
Byrsonima brachybotrya;-49.6461;-25.4685
Byrsonima brachybotrya;-50.0212;-25.2463
Byrsonima brachybotrya;-50.0212;-25.2463
Byrsonima brachybotrya;-49.6894;-25.4637
Byrsonima brachybotrya;-49.297185;-25.258605
Byrsonima brachybotrya;-49.297185;-25.258605
Byrsonima brachybotrya;-50.2388;-24.574
Byrsonima brachybotrya;-49.7771;-25.470941
Byrsonima brachybotrya;-50.2388;-24.574
Calibrachoa spathulata;-49.1324;-25.3896
Callisthene kuhlmannii;-49.2418;-25.44278
Callisthene kuhlmannii;-48.7003;-25.599
Casearia catharinensis;-49.343333;-25.625556
Casearia catharinensis;-49.277778;-25.395278
Castela tweedii;-51.44726;-25.01723
Castela tweedii;-51.480278;-25.010833
Cedrela fissilis;-49.2619;-25.3619
Cedrela fissilis;-49.2404;-25.4481
Cedrela fissilis;-49.034;-25.3725
Cedrela fissilis;-49.1566;-25.3225
Chloraea membranacea;-49.180476;-25.243373
Chromolaena rhinanthacea;-49.325;-25.553333
Chrysolaena nicolackii;-49.7771;-25.470941
Chrysolaena nicolackii;-49.7771;-25.470941
Cinnamodendron occhionianum;-48.318889;-25.16
Citronella engleriana;-48.8315;-25.2844
Citronella engleriana;-48.833716;-25.239982
Citronella engleriana;-48.826446;-25.232847
Citronella engleriana;-48.4919;-25.0803
Colletia exserta;-49.2398;-25.4434
Colletia paradoxa;-51.7527;-26.4753
Cryptocarya botelhensis;-48.174444;-25.155489
Curitiba prismatica;-50.4755;-25.5461
Curitiba prismatica;-49.2821;-25.3836
Curitiba prismatica;-49.2821083333333;-25.3827972222222
Curitiba prismatica;-49.3932138888889;-25.3472833333333
Curitiba prismatica;-50.3967;-25.8008
Curitiba prismatica;-49.431787;-25.419555
Curitiba prismatica;-49.24986;-25.397189
Curitiba prismatica;-49.307162;-25.387624
Cyanocephalus apertiflorus;-50.0028;-25.2414
Dicksonia sellowiana;-49.7771;-25.470941
Dicksonia sellowiana;-49.0036;-25.3887
Discaria americana;-49.769005;-25.467025
Dyckia fosteriana;-48.826479;-25.232651
Dyckia fosteriana var. robustior;-48.8554;-25.2555
Dyckia reitzii;-48.8335;-25.2789
Eryngium koehneanum;-48.8304;-25.3036
Eryngium koehneanum;-48.4919;-25.0906
Eryngium koehneanum;-48.8215;-25.1377
Eryngium koehneanum;-48.8215;-25.1377
Eryngium koehneanum;-48.8215;-25.1377
Eryngium scirpinum;-48.8557;-25.2557
Eryngium scirpinum;-50.2611;-24.5842
Eryngium scirpinum;-52.7583;-23.9131
Eryngium scirpinum;-49.769005;-25.467025
Eryngium scirpinum;-49.640007;-25.474235
Eugenia malacantha;-48.295;-25.1583
Eugenia malacantha;-48.599444;-25.741111
Eugenia mattosii;-49.2403;-25.4481
Eugenia mattosii;-49.2406;-25.4514
Eugenia sclerocalyx;-48.8421;-25.2564
Eugenia sclerocalyx;-48.6886;-25.6272
Eugenia sclerocalyx;-48.831708;-25.239346
Eugenia sclerocalyx;-48.9144;-25.4499
Eugenia tenuipedunculata;-48.6425;-25.2819
Euplassa cantareirae;-49.2936;-24.9383
Euplassa cantareirae;-48.928056;-25.344444
Euterpe edulis;-54.5799;-25.5272
Faramea calyciflora;-48.8317;-25.2842
Faramea calyciflora;-48.8554;-25.2555
Faramea calyciflora;-49.0036;-25.3887
Faramea calyciflora;-48.916;-25.445
Gleditsia amorphoides;-48.5745;-25.8452
Gleditsia amorphoides;-52.0194;-25.723
Grammitis fluminensis;-48.831877;-25.239594
Grandiphyllum divaricatum;-49.239581;-25.44784
Heteropterys dusenii;-49.8071;-25.5527
Heteropterys dusenii;-49.286909;-25.302269
Isabelia virginalis;-50.2508;-24.5601
Leandra hatschbachii;-48.8279;-25.2324
Leandra hatschbachii;-48.8421;-25.2564
Leandra hatschbachii;-48.9383;-25.4405
Leandra hatschbachii;-48.8325;-25.2441
Leandra hatschbachii;-49.001944;-25.388889
Lupinus gibertianus;-49.9696;-25.1765
Matayba cristae;-48.8142;-25.2284
Matayba cristae;-48.8783;-25.8783
Mikania clematidifolia;-48.8302;-25.2409
Mimosa callidryas;-50.12;-24.737222
Mimosa strobiliflora;-49.23714;-25.447931
Moquiniastrum sordidum;-49.7771;-25.470941
Moquiniastrum sordidum;-50.2444;-24.5745
Moquiniastrum sordidum;-50.2341;-24.5529
Moquiniastrum sordidum;-50.406111;-24.5525
Moquiniastrum sordidum;-50.2388;-24.574
Myrceugenia bracteosa;-51.204618;-23.369317
Myrceugenia franciscensis;-48.8361;-25.2582
Myrceugenia gertii;-49.055556;-25.580556
Myrceugenia gertii;-49.015556;-25.445833
Myrceugenia gertii;-49.028889;-25.442222
Myrceugenia hatschbachii;-49.7103;-25.4581
Myrcia hexasticha;-48.478523;-25.684093
Myrcia hexasticha;-48.5558;-25.5917
Symplocos corymboclados;-48.4919;-25.1112
Symplocos corymboclados;-48.4919;-25.0803
Hippeastrum psittacinum;-48.4919;-25.0803
Symplocos incrassata;-48.4943;-25.1428
Symplocos incrassata;-48.806;-25.2483
Symplocos corymboclados;-48.8083;-25.2523
Symplocos incrassata;-48.8083;-25.2523
Ocotea marumbiensis;-49.015556;-25.448333
Mimosa kuhnisteroides;-51;-24
Monteiroa smithii;-51;-24
Myrceugenia gertii;-51;-24
Myrcia hexasticha;-51;-24
Solanum kleinii;-51;-24
Solanum pabstii;-51;-24
Solanum pabstii;-51;-24
Plinia cordifolia;-51;-24
Plinia cordifolia;-51;-24
Plinia cordifolia;-51;-24
Plinia cordifolia;-51;-24
Plinia hatschbachii;-51;-24
Plinia hatschbachii;-51;-24
Gleditsia amorphoides;-51;-24
Gleditsia amorphoides;-51;-24
Gleditsia amorphoides;-51;-24
Gleditsia amorphoides;-51;-24
Gleditsia amorphoides;-51;-24
Heteropterys dusenii;-51;-24
Heteropterys dusenii;-51;-24
Xylosma glaberrima;-51;-24
Xylosma glaberrima;-51;-24
Eugenia pruinosa;-51;-24
Euplassa cantareirae;-51;-24
Euplassa cantareirae;-51;-24
Euplassa cantareirae;-51;-24
Tropaeolum warmingianum;-51;-24
Isabelia virginalis;-51;-24
Tachigali denudata;-51;-24
Nectandra paranaensis;-51;-24
Nectandra paranaensis;-51;-24
Nectandra paranaensis;-51;-24
Ocotea catharinensis;-51;-24
Ocotea catharinensis;-51;-24
Ocotea odorifera;-51;-24
Ocotea odorifera;-51;-24
Ocotea odorifera;-51;-24
Ocotea odorifera;-51;-24
Ocotea odorifera;-51;-24
Ocotea odorifera;-51;-24
Ocotea odorifera;-51;-24
Ocotea porosa;-51;-24
Ocotea porosa;-51;-24
Ocotea porosa;-51;-24
Ocotea porosa;-51;-24
Ocotea porosa;-51;-24
Ocotea porosa;-51;-24
Ocotea porosa;-51;-24
Ocotea porosa;-51;-24
Ocotea porosa;-51;-24
Ocotea porosa;-51;-24
Ocotea porosa;-51;-24
Oxypetalum dusenii;-51;-24
Pavonia hatschbachii;-51;-24
Pavonia hatschbachii;-51;-24
Dalechampia riparia;-51;-24
Byrsonima brachybotrya;-51;-24
Byrsonima brachybotrya;-51;-24
Byrsonima brachybotrya;-51;-24
Byrsonima brachybotrya;-51;-24
Byrsonima brachybotrya;-51;-24
Solanum viscosissimum;-51;-24
Cedrela fissilis;-51;-24
Bertolonia paranaensis;;-25.396389
Janusia occhionii;-51;-24
Justicia polita;-51;-24
Justicia polita;-51;-24
Lafoensia nummularifolia;-51;-24
Lafoensia nummularifolia;-51;-24
Lafoensia nummularifolia;-51;-24
Leandra hatschbachii;-51;-24
Gleditsia amorphoides;-53.363167;-26.20025
Matayba cristae;-48.875389;-25.863389
Senecio langei;-50.069633;-25.793533
Butia capitata;-54.161044;-26.377606
Araucaria angustifolia;-53.886694;-26.289778
Oxalis hyalotricha;-54.8105;-25.8535
Zephyranthes paranaensis;-52.598278;-25.777083
Rhamnidium glabrum;-51;-24
Lobelia langeana;-51;-24
Lobelia langeana;-51;-24
Lobelia langeana;-51;-24
Lycianthes repens;-51;-24
Randia hebecarpa;-51.701667;-22.688333
Randia hebecarpa;-51.701667;-22.688333
Randia hebecarpa;-51.701667;-22.688333
Randia hebecarpa;-51.701667;-22.688333
Schlechtendalia luzulifolia;-50.12;-24.737222
Zephyranthes paranaensis;-51.526417;-25.04
Zephyranthes paranaensis;-52.099469;-25.635219
Zephyranthes paranaensis;-51.802708;-25.430606
Zephyranthes paranaensis;-52.099469;-25.635219
Zephyranthes paranaensis;-51.065175;-23.647056
Zephyranthes paranaensis;-51.819911;-25.456294
Zephyranthes paranaensis;-51.910925;-25.433319
Zephyranthes paranaensis;-51.908731;-25.421433
Zephyranthes paranaensis;-52.121761;-25.670356
Zephyranthes paranaensis;-51.087056;-23.638494
Zephyranthes paranaensis;-51.093697;-23.627728
Zephyranthes paranaensis;-51.084258;-23.627911
Zephyranthes paranaensis;-51.054864;-23.646094
Zephyranthes paranaensis;-51.010511;-23.705572
Zephyranthes paranaensis;-52.116806;-25.697842
Zephyranthes paranaensis;-52.066667;-25.43
Zephyranthes paranaensis;-51.087056;-23.63825
